"region";"husholdningstype";"tid";"statistikkvariabel";"verdi"
"0106 Fredrikstad";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";1802
"0106 Fredrikstad";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";332000
"0106 Fredrikstad";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";1825
"0106 Fredrikstad";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";343000
"0106 Fredrikstad";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";1945
"0106 Fredrikstad";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";354000
"0111 Hvaler";"0000 Alle husholdninger";"2005";"Husholdninger";1584
"0111 Hvaler";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";358000
"0111 Hvaler";"0000 Alle husholdninger";"2006";"Husholdninger";1665
"0111 Hvaler";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";365000
"0111 Hvaler";"0000 Alle husholdninger";"2007";"Husholdninger";1732
"0111 Hvaler";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";394000
"0111 Hvaler";"0000 Alle husholdninger";"2008";"Husholdninger";1749
"0111 Hvaler";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";426000
"0111 Hvaler";"0000 Alle husholdninger";"2009";"Husholdninger";1793
"0111 Hvaler";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";423000
"0111 Hvaler";"0000 Alle husholdninger";"2010";"Husholdninger";1825
"0111 Hvaler";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";442000
"0111 Hvaler";"0000 Alle husholdninger";"2011";"Husholdninger";1868
"0111 Hvaler";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";459000
"0111 Hvaler";"0000 Alle husholdninger";"2012";"Husholdninger";1912
"0111 Hvaler";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";488000
"0111 Hvaler";"0001 Aleneboende";"2005";"Husholdninger";505
"0111 Hvaler";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";172000
"0111 Hvaler";"0001 Aleneboende";"2006";"Husholdninger";528
"0111 Hvaler";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";181000
"0111 Hvaler";"0001 Aleneboende";"2007";"Husholdninger";563
"0111 Hvaler";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";195000
"0111 Hvaler";"0001 Aleneboende";"2008";"Husholdninger";565
"0111 Hvaler";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";210000
"0111 Hvaler";"0001 Aleneboende";"2009";"Husholdninger";589
"0111 Hvaler";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";223000
"0111 Hvaler";"0001 Aleneboende";"2010";"Husholdninger";600
"0111 Hvaler";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";232000
"0111 Hvaler";"0001 Aleneboende";"2011";"Husholdninger";630
"0111 Hvaler";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";250000
"0111 Hvaler";"0001 Aleneboende";"2012";"Husholdninger";635
"0111 Hvaler";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";261000
"0111 Hvaler";"0002 Par uten barn";"2005";"Husholdninger";447
"0111 Hvaler";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";388000
"0111 Hvaler";"0002 Par uten barn";"2006";"Husholdninger";466
"0111 Hvaler";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";399000
"0111 Hvaler";"0002 Par uten barn";"2007";"Husholdninger";511
"0111 Hvaler";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";440000
"0111 Hvaler";"0002 Par uten barn";"2008";"Husholdninger";528
"0111 Hvaler";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";473000
"0111 Hvaler";"0002 Par uten barn";"2009";"Husholdninger";538
"0111 Hvaler";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";475000
"0111 Hvaler";"0002 Par uten barn";"2010";"Husholdninger";551
"0111 Hvaler";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";489000
"0111 Hvaler";"0002 Par uten barn";"2011";"Husholdninger";557
"0111 Hvaler";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";509000
"0111 Hvaler";"0002 Par uten barn";"2012";"Husholdninger";582
"0111 Hvaler";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";531000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2005";"Husholdninger";335
"0111 Hvaler";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";502000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2006";"Husholdninger";355
"0111 Hvaler";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";530000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2007";"Husholdninger";357
"0111 Hvaler";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";573000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2008";"Husholdninger";358
"0111 Hvaler";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";612000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2009";"Husholdninger";361
"0111 Hvaler";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";614000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2010";"Husholdninger";369
"0111 Hvaler";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";640000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2011";"Husholdninger";363
"0111 Hvaler";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";673000
"0111 Hvaler";"0003 Par med barn 0-17 år";"2012";"Husholdninger";361
"0111 Hvaler";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";709000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";70
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";272000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";77
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";295000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";83
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";340000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";77
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";326000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";75
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";333000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";69
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";342000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";82
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";356000
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";92
"0111 Hvaler";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";350000
"0118 Aremark";"0000 Alle husholdninger";"2005";"Husholdninger";571
"0118 Aremark";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";325000
"0118 Aremark";"0000 Alle husholdninger";"2006";"Husholdninger";555
"0118 Aremark";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";349000
"0118 Aremark";"0000 Alle husholdninger";"2007";"Husholdninger";570
"0118 Aremark";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";385000
"0118 Aremark";"0000 Alle husholdninger";"2008";"Husholdninger";573
"0118 Aremark";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";402000
"0118 Aremark";"0000 Alle husholdninger";"2009";"Husholdninger";571
"0118 Aremark";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";408000
"0118 Aremark";"0000 Alle husholdninger";"2010";"Husholdninger";568
"0118 Aremark";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";424000
"0118 Aremark";"0000 Alle husholdninger";"2011";"Husholdninger";574
"0118 Aremark";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";439000
"0118 Aremark";"0000 Alle husholdninger";"2012";"Husholdninger";578
"0118 Aremark";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";467000
"0118 Aremark";"0001 Aleneboende";"2005";"Husholdninger";161
"0118 Aremark";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";159000
"0118 Aremark";"0001 Aleneboende";"2006";"Husholdninger";152
"0118 Aremark";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";177000
"0118 Aremark";"0001 Aleneboende";"2007";"Husholdninger";163
"0118 Aremark";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";195000
"0118 Aremark";"0001 Aleneboende";"2008";"Husholdninger";171
"0118 Aremark";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";211000
"0118 Aremark";"0001 Aleneboende";"2009";"Husholdninger";166
"0118 Aremark";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";210000
"0118 Aremark";"0001 Aleneboende";"2010";"Husholdninger";168
"0118 Aremark";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";225000
"0118 Aremark";"0001 Aleneboende";"2011";"Husholdninger";175
"0118 Aremark";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";230000
"0118 Aremark";"0001 Aleneboende";"2012";"Husholdninger";172
"0118 Aremark";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";241000
"0118 Aremark";"0002 Par uten barn";"2005";"Husholdninger";174
"0118 Aremark";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";326000
"0118 Aremark";"0002 Par uten barn";"2006";"Husholdninger";159
"0118 Aremark";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";363000
"0118 Aremark";"0002 Par uten barn";"2007";"Husholdninger";171
"0118 Aremark";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";396000
"0118 Aremark";"0002 Par uten barn";"2008";"Husholdninger";172
"0118 Aremark";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";430000
"0118 Aremark";"0002 Par uten barn";"2009";"Husholdninger";169
"0118 Aremark";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";432000
"0118 Aremark";"0002 Par uten barn";"2010";"Husholdninger";169
"0118 Aremark";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";448000
"0118 Aremark";"0002 Par uten barn";"2011";"Husholdninger";163
"0118 Aremark";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";490000
"0118 Aremark";"0002 Par uten barn";"2012";"Husholdninger";171
"0118 Aremark";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";502000
"0118 Aremark";"0003 Par med barn 0-17 år";"2005";"Husholdninger";150
"0118 Aremark";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";483000
"0118 Aremark";"0003 Par med barn 0-17 år";"2006";"Husholdninger";150
"0118 Aremark";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";508000
"0118 Aremark";"0003 Par med barn 0-17 år";"2007";"Husholdninger";143
"0118 Aremark";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";556000
"0118 Aremark";"0003 Par med barn 0-17 år";"2008";"Husholdninger";145
"0118 Aremark";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";598000
"0118 Aremark";"0003 Par med barn 0-17 år";"2009";"Husholdninger";143
"0118 Aremark";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";593000
"0118 Aremark";"0003 Par med barn 0-17 år";"2010";"Husholdninger";152
"0118 Aremark";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";605000
"0118 Aremark";"0003 Par med barn 0-17 år";"2011";"Husholdninger";148
"0118 Aremark";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";636000
"0118 Aremark";"0003 Par med barn 0-17 år";"2012";"Husholdninger";140
"0118 Aremark";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";632000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";22
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";292000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";27
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";309000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";27
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";318000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";26
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";289000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";26
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";300000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";20
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";315000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";26
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";334000
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";23
"0118 Aremark";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";334000
"0119 Marker";"0000 Alle husholdninger";"2005";"Husholdninger";1501
"0119 Marker";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";296000
"0119 Marker";"0000 Alle husholdninger";"2006";"Husholdninger";1505
"0119 Marker";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";316000
"0119 Marker";"0000 Alle husholdninger";"2007";"Husholdninger";1517
"0119 Marker";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";335000
"0119 Marker";"0000 Alle husholdninger";"2008";"Husholdninger";1538
"0119 Marker";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";351000
"0119 Marker";"0000 Alle husholdninger";"2009";"Husholdninger";1532
"0119 Marker";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";360000
"0119 Marker";"0000 Alle husholdninger";"2010";"Husholdninger";1542
"0119 Marker";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";374000
"0119 Marker";"0000 Alle husholdninger";"2011";"Husholdninger";1560
"0119 Marker";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";392000
"0119 Marker";"0000 Alle husholdninger";"2012";"Husholdninger";1582
"0119 Marker";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";419000
"0119 Marker";"0001 Aleneboende";"2005";"Husholdninger";537
"0119 Marker";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";162000
"0119 Marker";"0001 Aleneboende";"2006";"Husholdninger";517
"0119 Marker";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";170000
"0119 Marker";"0001 Aleneboende";"2007";"Husholdninger";547
"0119 Marker";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";188000
"0119 Marker";"0001 Aleneboende";"2008";"Husholdninger";583
"0119 Marker";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";203000
"0119 Marker";"0001 Aleneboende";"2009";"Husholdninger";553
"0119 Marker";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";199000
"0119 Marker";"0001 Aleneboende";"2010";"Husholdninger";564
"0119 Marker";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";210000
"0119 Marker";"0001 Aleneboende";"2011";"Husholdninger";580
"0119 Marker";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";215000
"0119 Marker";"0001 Aleneboende";"2012";"Husholdninger";576
"0119 Marker";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";230000
"0119 Marker";"0002 Par uten barn";"2005";"Husholdninger";439
"0119 Marker";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";328000
"0119 Marker";"0002 Par uten barn";"2006";"Husholdninger";437
"0119 Marker";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";340000
"0119 Marker";"0002 Par uten barn";"2007";"Husholdninger";436
"0119 Marker";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";376000
"0119 Marker";"0002 Par uten barn";"2008";"Husholdninger";435
"0119 Marker";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";405000
"0119 Marker";"0002 Par uten barn";"2009";"Husholdninger";460
"0119 Marker";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";403000
"0119 Marker";"0002 Par uten barn";"2010";"Husholdninger";465
"0119 Marker";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";428000
"0119 Marker";"0002 Par uten barn";"2011";"Husholdninger";461
"0119 Marker";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";456000
"0119 Marker";"0002 Par uten barn";"2012";"Husholdninger";481
"0119 Marker";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";490000
"0119 Marker";"0003 Par med barn 0-17 år";"2005";"Husholdninger";334
"0119 Marker";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";462000
"0119 Marker";"0003 Par med barn 0-17 år";"2006";"Husholdninger";334
"0119 Marker";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";485000
"0119 Marker";"0003 Par med barn 0-17 år";"2007";"Husholdninger";330
"0119 Marker";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";532000
"0119 Marker";"0003 Par med barn 0-17 år";"2008";"Husholdninger";320
"0119 Marker";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";572000
"0119 Marker";"0003 Par med barn 0-17 år";"2009";"Husholdninger";305
"0119 Marker";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";577000
"0119 Marker";"0003 Par med barn 0-17 år";"2010";"Husholdninger";305
"0119 Marker";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";588000
"0119 Marker";"0003 Par med barn 0-17 år";"2011";"Husholdninger";315
"0119 Marker";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";611000
"0119 Marker";"0003 Par med barn 0-17 år";"2012";"Husholdninger";316
"0119 Marker";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";638000
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";57
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";245000
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";60
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";269000
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";54
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";314000
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";57
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";309000
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";54
"0119 Marker";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";306000
